Chemical_Name,standardized_smi,label,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Lactic acid,CC(O)C(=O)O,1,9.449074074074074,9.449074074074074,1.185185185185185,-1.231481481481482,0.45393595064720316,13.666666666666666,90.07799999999999,84.02999999999999,90.031694052,36,0,0.3317230795714236,-0.4793355989963274,0.4793355989963274,0.3317230795714236,1.8333333333333333,2.0,2.0,16.39873526009665,10.433967204080325,2.0098075135364684,-1.8854873463348742,1.7291923204449289,-2.130994800713713,5.706957285736959,-0.1450575584222451,1.3609640474436813,3.2575861612334887,57.058650025961626,5.1547005383792515,3.3800257506534046,3.3800257506534046,2.6427344100918364,1.5519552365135103,1.5519552365135103,1.014211137204421,1.014211137204421,0.3573902296597741,0.3573902296597741,0.0,0.0,-0.5700000000000001,13.609640474436812,5.43,1.7676338396942162,1.7215451895043727,35.21912486105855,10.213054789681411,6.103966387748303,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,6.923737199690624,0.0,0.0,15.007591973753232,5.969305287951849,0.0,0.0,0.0,13.027703587438927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.286326465381563,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,57.53,12.073271675700152,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,10.213054789681411,0.0,0.0,9.449074074074074,15.770833333333332,0.0,-1.185185185185185,0.0,-1.231481481481482,1.1967592592592593,0.0,0.6666666666666666,6,2,3,0,0,0,0,0,0,0,1,0,2,2,3,0,1,0,0,0,0,1,1.5997086249232655,0,-0.5482,19.3166,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Naphthalene acetic acid,O=C(O)Cc1cccc2ccccc12,0,10.61239559712774,10.61239559712774,0.08467592592592554,-0.7904138321995455,0.7817752108880086,10.285714285714286,186.21,176.12999999999997,186.06807956,70,0,0.30733778358124386,-0.48098590633685534,0.48098590633685534,0.30733778358124386,1.0714285714285714,1.7857142857142858,2.5714285714285716,16.36516410213657,10.025061989236695,2.032491054214042,-2.024367032153563,2.180765263842715,-1.9974144939897707,5.880794864412398,-0.13570412484359598,2.175248503006303,2.58753091711869,469.210353193355,9.966255326250886,7.604020551477751,7.604020551477751,6.770856947829096,4.456204929214377,4.456204929214377,3.208787518058551,3.208787518058551,2.2216120937927526,2.2216120937927526,1.6095642506924672,1.6095642506924672,-1.8299999999999996,1975.1256407297233,8.754379606904395,3.4993326132542006,1.5929698524109852,81.79870773226517,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,42.46456947923127,16.335899920626588,0.0,6.4208216229260096,9.901064578912528,16.74175371688144,0.0,0.0,0.0,6.4208216229260096,0.0,48.02802097092827,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,11.21535880699783,0.0,5.563451491696996,42.46456947923127,0.0,10.772448428929591,0.0,37.3,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,0.0,16.335899920626588,0.0,0.0,42.46456947923127,0.0,5.106527394840706,0.0,0.0,10.61239559712774,10.840870181405897,0.8709259259259261,-0.7904138321995455,13.548212868480723,0.08467592592592554,0.0,0.0,0.08333333333333333,14,1,2,0,0,0,0,2,0,2,0,0,1,1,2,0,2,0,0,0,0,0,2.188177576232003,2,2.4669000000000008,55.28780000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propylene glycol tertiary butyl ether,CC(O)COC(C)(C)C,0,8.790694444444444,8.790694444444444,0.12798611111111113,-0.35719907407407425,0.6110606270494343,15.666666666666666,132.203,116.07499999999997,132.115029752,56,0,0.07454229490462537,-0.39101847486966,0.39101847486966,0.07454229490462537,1.4444444444444444,1.8888888888888888,2.0,16.50788847411377,10.172255342496157,2.098446427636953,-2.19732616886678,2.058111274839885,-2.2390736972994483,4.5887729112672195,-0.0436114736135863,1.5938548967005406,3.2807108400137506,71.4755611642712,7.49156383156272,6.639918936339994,6.639918936339994,3.9165022194363885,3.2365967292273945,3.2365967292273945,3.2723980357059474,3.2723980357059474,0.7575483011422123,0.7575483011422123,0.37060113295832986,0.37060113295832986,-0.08,51.0033566944173,8.92,3.180475787948315,7.920000000000001,56.83668269591208,9.843390348640755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,0.0,18.31189916324491,9.843390348640755,0.0,0.0,0.0,0.0,39.39996599749449,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.418426558085613,4.736862953800049,0.0,27.694948798762496,0.0,0.0,0.0,0.0,29.46,0.0,0.0,0.0,11.70501719873199,6.606881964512918,0.0,0.0,6.923737199690624,20.771211599071872,0.0,9.843390348640755,5.240740740740741,0.0,0.0,8.790694444444444,-0.12798611111111113,0.0,0.0,-0.35719907407407425,8.037083333333333,0.0,1.0,9,1,2,0,0,0,0,0,0,0,1,0,2,1,2,0,2,0,0,0,0,1,3.1522048920554413,0,1.1823000000000001,37.3858,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyl benzoate,CCCCOC(=O)c1ccccc1,0,11.297272297808012,11.297272297808012,0.22773148148148126,-0.22773148148148126,0.5230228241779536,9.615384615384615,178.231,164.11899999999997,178.099379688,70,0,0.33761721871256933,-0.46209730073266087,0.46209730073266087,0.33761721871256933,1.3076923076923077,2.0,2.6153846153846154,16.532658165861232,10.209542694088253,2.034199818599988,-2.020515886516804,2.010998732980594,-2.0516778546239247,5.887208811375768,0.04995281305794983,2.1936618286732807,2.404796656306514,254.05260581186823,9.518661569058182,7.824568270435499,7.824568270435499,6.342535255101096,4.564713808768183,4.564713808768183,2.855497985472316,2.855497985472316,1.7405387079983838,1.7405387079983838,0.966773003294721,0.966773003294721,-1.31,1061.732325077868,9.775543199315653,5.355726156931021,3.2792261677717693,78.53118102103066,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,31.54366002800146,18.55355575984923,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,19.765380445542643,6.606881964512918,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,30.12336912131146,30.33183534230805,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.170333456209914,12.841643245852019,0.0,12.13273413692322,18.19910120538483,6.923737199690624,4.736862953800049,5.029537037037037,0.0,11.297272297808012,0.0,0.623706538170824,-0.22773148148148126,9.053778895817587,1.972860371000252,2.5839096749811037,0.0,0.36363636363636365,13,0,2,0,0,0,0,1,0,1,0,0,2,0,2,0,4,0,0,0,0,0,4.027317877752615,1,2.6435000000000013,51.632500000000036,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2-Isopropyl-2-isobutyl-1,3-dime- thoxypropane",COCC(COC)(CC(C)C)C(C)C,1,5.342083333333334,5.342083333333334,0.1782407407407407,0.1782407407407407,0.6316553810396458,12.857142857142858,202.338,176.12999999999997,202.193280072,86,0,0.05427902077516878,-0.38401090447308195,0.38401090447308195,0.05427902077516878,0.9285714285714286,1.3571428571428572,1.5714285714285714,16.47797666033167,9.725548056035738,2.3408290419040236,-2.3749127442170614,2.3483567798639515,-2.378534529111586,4.828914760880269,-0.033552294431326166,2.028870025289837,4.549291798880541,135.25715550266412,11.19023444431199,10.59251746286662,10.59251746286662,6.481198235970096,5.460831523714353,5.460831523714353,4.981069373208769,4.981069373208769,2.903109518373366,2.903109518373366,2.1165208773089446,2.1165208773089446,-0.08,748.6530393319498,13.92,6.412307004454279,3.9708114728086206,88.98070474520598,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,18.256633715248796,19.634585551951847,13.213763929025836,9.473725907600098,0.0,0.0,0.0,17.250802561719567,34.11577042168851,27.433359011580905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.433359011580905,9.473725907600098,17.250802561719567,34.11577042168851,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,5.41499046939678,11.835812092322787,19.634585551951844,0.0,14.219595082555067,0.0,27.694948798762496,9.473725907600098,10.684166666666666,0.0,0.0,0.0,0.1782407407407407,1.270833333333333,0.0,1.1590740740740741,10.582453703703703,3.541898148148148,1.0,14,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,0,0,0,0,6.375665250143112,0,2.9677000000000016,60.47800000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(Spiro[4.5]dec-7-en-7-yl)pent-4- en-1-one (mixture of isomers),C=CCCC(=O)C1=CCCC2(CCCC2)C1,0,11.98097127739985,11.98097127739985,0.3665509259259261,0.3665509259259261,0.6464777835200826,23.125,218.3399999999999,196.16399999999996,218.167065324,88,0,0.15837112272843004,-0.2945570107743528,0.2945570107743528,0.15837112272843004,1.375,2.125,2.8125,16.13820686546995,9.715840855916774,2.3629571885016962,-2.3259181230721193,2.4865946090276094,-2.225714233212966,5.951335092849386,-0.11560247989080939,2.7389117338129907,1.9738877339067478,305.39664106587225,11.432875131431278,10.134016640708593,10.134016640708593,7.756748817474191,6.588864494777977,6.588864494777977,5.402447768535539,5.402447768535539,4.228749049544327,4.228749049544327,3.275059430101329,3.275059430101329,-0.8500000000000001,6715.811571309453,11.63001993693029,4.987242482764244,2.4497485558524654,98.61909435799888,0.0,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,6.578935683598497,24.993683459519783,49.51302473702211,6.4208216229260096,0.0,4.794537184071822,5.783244946364939,0.0,0.0,5.41499046939678,57.787394606334104,0.0,24.304080427335528,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.41499046939678,57.787394606334104,24.304080427335528,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,17.61905703868773,24.835569398847294,32.10410811463005,0.0,6.076020106833881,12.654955790432378,0.0,0.0,0.0,11.98097127739985,0.0,1.62822975718065,0.3665509259259261,0.0,14.430548233182162,3.6770331396447467,0.0,0.6666666666666666,16,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,4,1,0,1,1,0,3.6251080940533673,2,4.192400000000004,67.27300000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Dimethyl-1H-pyrazole",Cc1c[nH]nc1C,1,3.8912037037037037,3.8912037037037037,1.0833333333333335,1.0833333333333335,0.5130127570533983,9.428571428571429,96.133,88.06899999999999,96.06874825599999,38,0,0.061978723947684514,-0.2852096622988548,0.2852096622988548,0.061978723947684514,1.5714285714285714,2.2857142857142856,2.4285714285714284,15.099088232627324,10.306694380912255,1.8747454476185332,-1.7640200242889306,1.9592304733528634,-1.7008744678182275,5.100584201715412,1.0449480418324502,1.9053999311004344,3.1179126764301257,138.36869300355525,5.276020881938894,4.524563864689584,4.524563864689584,3.304530452640311,2.2745638646895836,2.2745638646895836,1.6536633095631643,1.6536633095631643,1.0840015827413607,1.0840015827413607,0.4185442340517542,0.4185442340517542,-0.79,49.54039820861129,4.371030595813205,1.3699843332972323,0.6328904285456609,42.558549318655714,0.0,0.0,0.0,0.0,0.0,0.0,5.098681808301038,0.0,5.098681808301038,0.0,0.0,19.410925891078243,6.196843571613076,5.693927994848461,0.0,0.0,0.0,10.197363616602075,0.0,13.847474399381248,0.0,17.454223058158533,0.0,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,13.847474399381248,11.257379486545457,6.196843571613076,0.0,0.0,0.0,28.68,0.0,0.0,0.0,0.0,0.0,5.693927994848461,5.563451491696996,0.0,20.044317970994324,10.197363616602075,0.0,0.0,0.0,0.0,6.638888888888889,2.305555555555556,0.0,0.0,1.8842592592592593,4.00462962962963,0.0,0.4,7,1,2,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0.8554633480895655,1,1.0265399999999998,28.06169999999999,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triethanolamine,OCCN(CCO)CCO,0,8.485,8.485,0.06944444444444442,0.06944444444444442,0.41953035836043395,10.8,149.19,134.07,149.10519334,62,0,0.05580092448598239,-0.39504454192636634,0.39504454192636634,0.05580092448598239,0.7,1.0,1.2,16.259165006852175,10.447163543631271,1.9968480422880777,-2.173700745661018,1.8364370926340028,-2.318098885898542,4.535488988946127,0.13613993482762782,1.8962594154766206,3.2950821163049606,55.74860596185443,7.819990956308912,6.031495069119117,6.031495069119117,4.846065214951232,3.3973665961010275,3.3973665961010275,2.01246117974981,2.01246117974981,1.2486832980505134,1.2486832980505134,0.7596742653368967,0.7596742653368967,-0.16,153.59701265360627,9.839999999999998,6.953122171945702,4.69379087242276,60.706496526603985,15.319582184522117,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,0.0,19.634269217737724,19.820645893538753,15.319582184522117,0.0,0.0,4.899909730850478,0.0,0.0,39.45491511127648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.674407026649064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93000000000001,0.0,0.0,0.0,19.820645893538753,19.634269217737724,0.0,0.0,4.899909730850478,0.0,0.0,15.319582184522117,0.0,0.0,1.7916666666666667,25.455,0.0,0.0,0.0,0.0,1.7533333333333336,0.0,1.0,10,3,4,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,0,0,0,0,6.8418722171945685,0,-1.734699999999999,37.6974,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decanoic acid,CCCCCCCCCC(=O)O,1,10.134489279910005,10.134489279910005,0.34104938271604945,-0.6633720448055762,0.5706831499634679,10.083333333333334,172.268,152.10799999999998,172.14632988,72,0,0.30283955653218375,-0.481230389785217,0.481230389785217,0.30283955653218375,1.0,1.5,2.0,16.36512247817597,10.088317202407996,1.951512413165639,-1.978905102300731,2.0737325198367698,-1.928646926387521,5.660142683411442,-0.13665133134107854,2.0243641446269387,2.86138733944056,110.40620687739316,9.234204518682008,8.012316135456203,8.012316135456203,5.770055610029663,4.988391114761732,4.988391114761732,3.2650588867829953,3.2650588867829953,1.9941955573808654,1.9941955573808654,1.2333325063394598,1.2333325063394598,-0.53,402.8484647807608,11.47,8.565510983763133,9.47,74.97948590963883,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,45.448666937246685,6.4208216229260096,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,58.29031018309871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,0.0,58.29031018309871,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,0.0,6.4208216229260096,12.841643245852019,32.10410811463005,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,10.134489279910005,8.354234863711325,0.0,-0.6633720448055762,0.0,8.642477534223566,2.1988370336273477,0.0,0.9,12,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,8,0,0,0,0,0,8.187200915313595,0,3.2117000000000013,50.245800000000024,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Tetradecanol,CCCCCCCCCCCCCCO,0,8.60975905328022,8.60975905328022,0.37244897959183665,0.37244897959183665,0.4676414309457237,10.8,214.39299999999994,184.15299999999996,214.22966558000002,92,0,0.043052407228889096,-0.39637656934228244,0.39637656934228244,0.043052407228889096,0.5333333333333333,0.8666666666666667,1.2,16.249928982115453,10.054525829229869,1.919656717215767,-2.0132345629154127,2.1102704115155624,-1.8420701812880471,4.474668811763138,0.2819873327849143,2.2593895430561943,2.8079257388805243,89.51182269698973,11.192388155425121,10.63960175092508,10.63960175092508,7.414213562373096,7.023334547203385,7.023334547203385,4.612694094275989,4.612694094275989,3.0116672736016925,3.0116672736016925,1.9527936565447201,1.9527936565447201,-0.04,2230.017478996464,14.960000000000003,13.959999999999999,13.960000000000003,96.2777322671815,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55277505187675,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,83.97359667480276,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,83.97359667480276,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,70.62903785218613,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.60975905328022,0.0,0.0,0.0,16.24757182540545,2.64266912131433,0.0,1.0,15,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,12,0,0,0,0,0,13.922773333333335,0,4.679800000000005,68.16380000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Ethylenediamine tetraacetic acid disodium salt,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O,0,10.524584540606366,10.524584540606366,0.0,-1.4898742336440745,0.34644846522227263,9.727272727272727,336.2080000000001,322.09600000000006,336.05455396799994,114,0,1.0,-0.5487524756328146,1.0,0.5487524756328146,0.6818181818181818,0.9545454545454546,1.1363636363636365,,,,,,,,,2.2171767300907814,-1.8049992523503188e-06,325.12281476499345,15.706742302257043,12.480984811902298,16.4809848119023,9.201285058155639,5.483538625365671,5.483538625365671,3.9528039363365064,3.9528039363365064,2.1556024138916428,2.1556024138916428,1.4585964348716127,1.4585964348716127,-0.20000000000000023,10500.548993709941,26.685015844273426,14.395932490643316,16.175369822485205,170.1932200521888,30.015183947506465,0.0,0.0,0.0,0.0,71.05318264111958,19.388893829844598,0.0,0.0,0.0,0.0,0.0,26.1790256236503,25.028123387728847,98.71883038086602,23.877221151807397,0.0,9.799819461700956,0.0,0.0,39.26853843547545,0.0,0.0,0.0,69.32762685489729,0.0,0.0,0.0,83.15863383866522,19.178148736287287,0.0,0.0,0.0,0.0,0.0,0.0,161.34,50.056246775457694,29.3912035259687,0.0,72.20408487704103,0.0,9.799819461700956,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,43.892718358948514,38.039822793314855,0.0,-5.515052490131855,0.0,0.0,-2.750821995464852,0.0,0.6,22,2,10,0,0,0,0,0,0,0,0,0,8,2,12,0,11,0,0,0,0,0,17.46162211845034,0,-10.732600000000007,58.16560000000002,4,0,0,0,0,0,0,0,4,4,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isopropyl palmitate,CCCCCCCCCCCCCCCC(=O)OC(C)C,0,11.332595860898602,11.332595860898602,0.027289411469849645,-0.0341916657221315,0.25743571746145927,11.047619047619047,298.51099999999997,260.20699999999994,298.287180456,126,0,0.3055337242115604,-0.4629533082631881,0.4629533082631881,0.3055337242115604,0.7142857142857143,1.0952380952380953,1.4761904761904763,16.5415637621423,10.04448482420876,2.0381240551310285,-2.069844809308694,2.126770726369596,-2.102448692556837,5.688950982979019,-0.14701342900704498,2.4284795111611803,3.07185233719276,223.60624315754134,15.76130225617747,14.793341786729021,14.793341786729021,10.163902460147016,9.359311261018453,9.359311261018453,6.531255075225846,6.531255075225846,3.85160234728316,3.85160234728316,2.608921796894258,2.608921796894258,-0.53,32291.492059910215,20.47,15.851269764825574,17.418789488448905,132.58327641651917,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,83.97359667480276,20.268296022307258,6.4208216229260096,6.103966387748303,9.53140013787187,5.969305287951849,0.0,0.0,0.0,116.76668070778433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,110.66271432003603,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,6.4208216229260096,6.4208216229260096,77.04985947511214,0.0,13.847474399381248,6.923737199690624,4.736862953800049,5.118327822753104,0.0,11.332595860898602,0.0,0.0,-0.0341916657221315,0.0,18.00323077696076,6.080037205109668,0.0,0.9473684210526315,21,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,15,0,0,0,0,0,15.451213908856165,0,6.419300000000007,91.54000000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1-Octanol,CCCCCCCCO,1,8.42278195074326,8.42278195074326,0.3671875,0.3671875,0.5470483699238978,10.0,130.23100000000002,112.08699999999997,130.135765196,56,0,0.04305240722887934,-0.3963765693422825,0.3963765693422825,0.04305240722887934,0.8888888888888888,1.4444444444444444,2.0,16.24992446165915,10.127401577099874,1.858126841561492,-1.952908261540892,2.030494638054405,-1.8210083240349728,4.4101918633492065,0.28209872716679824,1.88523483624215,2.595082706793886,37.832293921787276,6.949747468305834,6.396961063805792,6.396961063805792,4.414213562373095,4.023334547203385,4.023334547203385,2.491373750716347,2.491373750716347,1.5116672736016925,1.5116672736016925,0.8921334847648997,0.8921334847648997,-0.04,103.68791599331826,8.960000000000003,7.960000000000003,7.9600000000000035,58.08807958080182,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,45.448666937246685,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,32.10410811463005,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.42278195074326,0.0,0.0,0.0,7.495702239229025,2.5815158100277147,0.0,1.0,9,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,7.924622222222228,0,2.3392000000000013,40.461800000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1-Hexanol,CCCCCCO,1,8.292882653061223,8.292882653061223,0.36111111111111116,0.36111111111111116,0.5339278817039772,9.428571428571429,102.17699999999999,88.06499999999998,102.104465068,44,0,0.04305240583871402,-0.396376569347818,0.396376569347818,0.04305240583871402,1.1428571428571428,1.8571428571428572,2.2857142857142856,16.24992271074938,10.199338618479077,1.8042035443757636,-1.899002084825518,1.9548843059963394,-1.7998072712309119,4.352979366632653,0.282705155566582,1.690933805959686,2.447472887876344,23.360990398949916,5.535533905932738,4.982747501432696,4.982747501432696,3.414213562373095,3.0233345472033855,3.0233345472033855,1.7842669695298,1.7842669695298,1.0116672736016925,1.0116672736016925,0.5385800941716262,0.5385800941716262,-0.04,35.509609925153406,6.96,5.959999999999999,5.960000000000001,45.35819535200859,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.186202068468653,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,32.60702369139466,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,19.26246486877803,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.292882653061223,0.0,0.0,0.0,4.6819444444444445,2.5251729024943312,0.0,1.0,7,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,5.925942857142856,0,1.559,31.22779999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
